Applicability,Service,Reporting period,Category label,Category of illegal content,"Description of the sub-category ""Other""",Scope,Number of orders to act against illegal content received,Number of specific items of information included in the total number of orders to act against illegal content,Median time to inform the authority of the receipt of the order to act against illegal content,Median time to give effect to the order to act against illegal content,Number of orders to provide information,Median time to inform the authority of the receipt of the order to provide information,Median time to give effect to the order to provide information,Contextual information on number of orders to act against illegal content received,Contextual information on number of specific items of information included in the total number of orders to act against illegal content,Contextual information on Median time to inform the authority of the receipt of the order to act against illegal content,Contextual information on Median time to give effect to the order to act against illegal content,Contextual information on Number of orders to provide information,Contextual information on Median time to inform the authority of the receipt of the order to provide information,Contextual information on Median time to give effect to the order to provide information
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",HU,0,0,,0,7,,319,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",IE,0,0,,0,5,,336,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",IT,0,0,,0,40,,317,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",LT,0,0,,0,1,,405,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",LU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",LV,0,0,,0,1,,432,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",MT,0,0,,0,4,,1273,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",NL,0,0,,0,12,,192,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",PL,0,0,,0,22,,277,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",PT,0,0,,0,10,,147,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",RO,0,0,,0,20,,197,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",SE,0,0,,0,22,,100,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,AT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,BE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,BG,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,CY,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,CZ,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,DE,,,,,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,DK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,EE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,ES,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,FI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,FR,,,,,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,GR,,,,,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,HR,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,HU,,,,,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,IE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,IT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,LT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,LU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,LV,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,MT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,NL,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,PL,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,PT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,RO,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,SE,,,,,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,SI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12,STATEMENT_CATEGORY_SELF_HARM,,SK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",AT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",BE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",BG,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",CY,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",CZ,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",DE,,,,,2,,25,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",DK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",EE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",ES,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",FI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",FR,,,,,2,,564,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",GR,,,,,1,,1680,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",HR,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",HU,,,,,1,,1680,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",IE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",IT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",LT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",LU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",LV,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",MT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",NL,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",PL,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",PT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",RO,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",SE,,,,,1,,1411,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",SI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 12d,KEYWORD_OTHER,"Under this category, we consider member state orders for: Suicide Self Harm.",SK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,AT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,BE,,,,,5,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,BG,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,CY,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,CZ,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,DE,,,,,34,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,DK,,,,,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,EE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,ES,,,,,7,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,FI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,FR,,,,,10,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,GR,,,,,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,HR,,,,,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,HU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,IE,,,,,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,IT,,,,,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,LT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,LU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,LV,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,MT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,NL,,,,,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,PL,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,PT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,RO,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,SE,,,,,11,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,SI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,SK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",AT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",BE,,,,,5,,3,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",BG,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",CY,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",CZ,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",DE,,,,,34,,200,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",DK,,,,,2,,149,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",EE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",ES,,,,,7,,99,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",FI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",FR,,,,,10,,55,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",GR,,,,,1,,557,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",HR,,,,,1,,1680,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",HU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",IE,,,,,1,,92,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",IT,,,,,2,,73,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",LT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",LU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",LV,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",MT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",NL,,,,,2,,118,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",PL,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",PT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",RO,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",SE,,,,,11,,174,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",SI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 13c,KEYWORD_OTHER,"Under this category, we consider member state orders for: Firearms Weapons Possession Explosives.",SK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,AT,0,0,,0,33,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,BE,0,0,,0,37,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,BG,0,0,,0,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,CZ,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,DE,0,0,,0,786,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,DK,0,0,,0,18,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,EE,0,0,,0,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,ES,0,0,,0,120,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,FI,0,0,,0,16,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,FR,0,0,,0,248,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,GR,0,0,,0,17,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,HR,0,0,,0,9,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,HU,0,0,,0,4,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,IE,0,0,,0,33,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,IT,0,0,,0,49,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,LT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,LU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,LV,0,0,,0,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,MT,0,0,,0,9,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,NL,0,0,,0,46,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,PL,0,0,,0,18,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,PT,0,0,,0,3,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,RO,0,0,,0,60,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,SE,0,0,,0,94,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14,STATEMENT_CATEGORY_VIOLENCE,,SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",AT,0,0,,0,13,,173,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",BE,0,0,,0,8,,109,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",BG,0,0,,0,1,,635,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",CZ,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",DE,0,0,,0,162,,103,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",DK,0,0,,0,4,,311,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",EE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",ES,0,0,,0,37,,133,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",FI,0,0,,0,5,,120,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",FR,0,0,,0,62,,149,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",GR,0,0,,0,6,,143,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",HR,0,0,,0,3,,74,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",HU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",IE,0,0,,0,2,,276,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 14b,KEYWORD_INCITEMENT_VIOLENCE_HATRED,"Under this category, we consider member state orders for: Threat To Kill.",IT,0,0,,0,23,,303,,,,,,,
