Applicability,Service,Reporting period,Category label,Category of illegal content,"Description of the sub-category ""Other""",Scope,Number of orders to act against illegal content received,Number of specific items of information included in the total number of orders to act against illegal content,Median time to inform the authority of the receipt of the order to act against illegal content,Median time to give effect to the order to act against illegal content,Number of orders to provide information,Median time to inform the authority of the receipt of the order to provide information,Median time to give effect to the order to provide information,Contextual information on number of orders to act against illegal content received,Contextual information on number of specific items of information included in the total number of orders to act against illegal content,Contextual information on Median time to inform the authority of the receipt of the order to act against illegal content,Contextual information on Median time to give effect to the order to act against illegal content,Contextual information on Number of orders to provide information,Contextual information on Median time to inform the authority of the receipt of the order to provide information,Contextual information on Median time to give effect to the order to provide information
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",HR,0,0,,0,2,,160,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",HU,0,0,,0,1,,1680,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",IE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",IT,0,0,,0,32,,159,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",LT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",LU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",LV,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",MT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",NL,0,0,,0,10,,151,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",PL,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",PT,0,0,,0,1,,168,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",RO,0,0,,0,2,,87,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",SE,0,0,,0,2,,143,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 3e,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"Under this category, we consider member state orders for: Sextortion.",SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,AT,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,BE,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,BG,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,CY,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,CZ,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,DE,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,DK,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,EE,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,ES,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,FI,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,FR,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,GR,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,HR,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,HU,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,IE,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,IT,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,LT,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,LU,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,LV,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,MT,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,NL,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,PL,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,PT,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,RO,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,SE,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,SI,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,SK,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",AT,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",BE,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",BG,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",CY,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",CZ,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",DE,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",DK,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",EE,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",ES,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",FI,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",FR,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",GR,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",HR,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",HU,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",IE,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",IT,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",LT,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",LU,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",LV,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",MT,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",NL,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",PL,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",PT,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",RO,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",SE,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",SI,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 5e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Illegal Privacy-Related Violations.",SK,0,0,,0,,,,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,AT,0,0,,0,56,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,BE,0,0,,0,21,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,BG,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,CZ,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,DE,0,0,,0,1430,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,DK,0,0,,0,5,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,EE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,ES,0,0,,0,98,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,FI,0,0,,0,10,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,FR,0,0,,0,63,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,GR,0,0,,0,43,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,HR,0,0,,0,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,HU,0,0,,0,3,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,IE,0,0,,0,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,IT,0,0,,0,65,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,LT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,LU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,LV,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,MT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,NL,0,0,,0,9,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,PL,0,0,,0,8,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,PT,0,0,,0,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,RO,0,0,,0,12,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,SE,0,0,,0,5,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",AT,0,0,,0,3,,219,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",BE,0,0,,0,10,,985,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",BG,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",CZ,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",DE,0,0,,0,151,,143,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",DK,0,0,,0,3,,214,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",EE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",ES,0,0,,0,73,,125,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",FI,0,0,,0,9,,106,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",FR,0,0,,0,20,,288,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",GR,0,0,,0,33,,322,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",HR,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",HU,0,0,,0,3,,528,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",IE,0,0,,0,2,,862,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",IT,0,0,,0,54,,396,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",LT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",LU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",LV,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",MT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",NL,0,0,,0,8,,78,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",PL,0,0,,0,3,,526,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",PT,0,0,,0,2,,853,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",RO,0,0,,0,1,,99,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",SE,0,0,,0,5,,75,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6a,KEYWORD_DEFAMATION,"Under this category, we consider member state orders for: Criminal Defamation.",SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",AT,0,0,,0,53,,78,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",BE,0,0,,0,11,,199,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",BG,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",CZ,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",DE,0,0,,0,1279,,98,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",DK,0,0,,0,2,,877,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",EE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",ES,0,0,,0,25,,142,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",FI,0,0,,0,1,,317,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",FR,0,0,,0,43,,266,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",GR,0,0,,0,10,,243,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",HR,0,0,,0,1,,1680,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",HU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",IE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",IT,0,0,,0,11,,147,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",LT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",LU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",LV,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",MT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",NL,0,0,,0,1,,45,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",PL,0,0,,0,5,,217,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",PT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",RO,0,0,,0,11,,244,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",SE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 6c,KEYWORD_HATE_SPEECH,"Under this category, we consider member state orders for: Hate Speech.",SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,AT,,,,,1,,0,,,,,,,
